label,source_path,relative_path,split
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/19_11944.wav,natural sound/if_necessary/19_11944.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/21_12173.wav,natural sound/21_12173.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/7_10732.wav,logging/7_10732.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/6_10643.wav,natural sound/6_10643.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11371.wav,logging/13_11371.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/12_11271.wav,natural sound/12_11271.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/14_11456.wav,poaching/14_11456.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/7_10702.wav,logging/7_10702.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5BA0ABAE_388f9e116b-b6fe-4a40-9b19-990bb5b260176771c5f9-9fcd-4a4c-9ba4-0aa3b6cc3a5d6d2d355b-5d52-40a2-b140-e0ed1c564880.WAV,poaching/5BA0ABAE_388f9e116b-b6fe-4a40-9b19-990bb5b260176771c5f9-9fcd-4a4c-9ba4-0aa3b6cc3a5d6d2d355b-5d52-40a2-b140-e0ed1c564880.WAV,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10805.wav,natural sound/8_10805.wav,val
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_12.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_12.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10475.wav,natural sound/4_10475.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/15_11541.wav,poaching/15_11541.wav,val
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_62.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_62.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/14_11405.wav,poaching/14_11405.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/16_11649.wav,logging/16_11649.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/14_11431.wav,poaching/14_11431.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/16_11613.wav,logging/16_11613.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/16_11628.wav,logging/16_11628.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/20_12050.wav,natural sound/if_necessary/20_12050.wav,val
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_69.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_69.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/10_11038.wav,logging/10_11038.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10467.wav,natural sound/4_10467.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/11_11127.wav,logging/11_11127.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/5-222524-A-41.wav,logging/5-222524-A-41.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12664.wav,natural sound/26_12664.wav,val
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_52.wav,fire/videoplayback_52.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/18_11835.wav,natural sound/if_necessary/18_11835.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/winchester-m14_010_SA_099A_S02.wav,poaching/New folder/winchester-m14_010_SA_099A_S02.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/7_10767.wav,logging/7_10767.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/11_11110.wav,logging/11_11110.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C524E02_740b98c127-95ff-48bd-a62a-ee8418c168fd8d68c470-ecbc-45ec-982d-415d6d8d53c17cf1a7a4-1a79-4599-beb6-8be840ecb271.WAV,poaching/5C524E02_740b98c127-95ff-48bd-a62a-ee8418c168fd8d68c470-ecbc-45ec-982d-415d6d8d53c17cf1a7a4-1a79-4599-beb6-8be840ecb271.WAV,val
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/1_10145.wav,fire/1_10145.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/27_12761.wav,natural sound/27_12761.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C22DAA5_53455d6df2-5153-4113-8728-4ab44237485685e2fd01-b785-4648-8412-6fa42c0dc7eaa4a00217-c03c-48e6-a1bc-11aec4be9545.WAV,poaching/5C22DAA5_53455d6df2-5153-4113-8728-4ab44237485685e2fd01-b785-4648-8412-6fa42c0dc7eaa4a00217-c03c-48e6-a1bc-11aec4be9545.WAV,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C035C9D_984e2ee0b-ab99-4aa4-84ca-614bae48d53afae72dd8-c6a7-40c3-92c1-d39f79c7aff05e026436-fe0e-4ed9-a987-350f3cca9e7c.WAV,poaching/5C035C9D_984e2ee0b-ab99-4aa4-84ca-614bae48d53afae72dd8-c6a7-40c3-92c1-d39f79c7aff05e026436-fe0e-4ed9-a987-350f3cca9e7c.WAV,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5B792C95_14a90f245-cd8a-46ef-adf0-71fe114fe4e954873d49-aadc-4909-a1fc-cff46036dfe5984e6bb2-1b75-4b07-a4f3-7084069d5f82.WAV,poaching/5B792C95_14a90f245-cd8a-46ef-adf0-71fe114fe4e954873d49-aadc-4909-a1fc-cff46036dfe5984e6bb2-1b75-4b07-a4f3-7084069d5f82.WAV,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C018724_60acc473dc-b0ba-4fde-af1e-a180efeae878132e0e55-fac5-45db-ae62-ae0307807a6dba84128f-01f1-489d-8b4f-a06a407b66ff.WAV,poaching/5C018724_60acc473dc-b0ba-4fde-af1e-a180efeae878132e0e55-fac5-45db-ae62-ae0307807a6dba84128f-01f1-489d-8b4f-a06a407b66ff.WAV,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/14_11458.wav,poaching/14_11458.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/1-19898-B-41.wav,logging/1-19898-B-41.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10401.wav,natural sound/4_10401.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/21_12135.wav,natural sound/21_12135.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/27_12771.wav,natural sound/27_12771.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/7_10728.wav,logging/7_10728.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/9_10916.wav,natural sound/9_10916.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/23_12373.wav,natural sound/23_12373.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/11_11103.wav,logging/11_11103.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11357.wav,logging/13_11357.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/21_12105.wav,natural sound/21_12105.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12630.wav,natural sound/26_12630.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/9_10922.wav,natural sound/9_10922.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10872.wav,natural sound/8_10872.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10216.wav,natural sound/2_10216.wav,val
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_72.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_72.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/15_11539.wav,poaching/15_11539.wav,val
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/1_10114.wav,fire/1_10114.wav,val
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_65.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_65.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/27_12769.wav,natural sound/27_12769.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10252.wav,natural sound/2_10252.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5B8B3B2F_27454d2afe-ac5e-4ec3-8293-75cf0149d8b4d3d7a58e-27ba-4f40-a2dc-eb36bbad107d1362bbd7-e086-4324-b108-1f7598322aab.WAV,poaching/5B8B3B2F_27454d2afe-ac5e-4ec3-8293-75cf0149d8b4d3d7a58e-27ba-4f40-a2dc-eb36bbad107d1362bbd7-e086-4324-b108-1f7598322aab.WAV,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/16_11631.wav,logging/16_11631.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/11_11131.wav,logging/11_11131.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5BF33BB2_2688c75dc7-2b95-4004-9f38-5b5039026559c0dcc788-1808-45b0-be2d-17fb2700f36a4b9f68ec-4f5c-407a-abcb-50a1d3019c80.WAV,poaching/5BF33BB2_2688c75dc7-2b95-4004-9f38-5b5039026559c0dcc788-1808-45b0-be2d-17fb2700f36a4b9f68ec-4f5c-407a-abcb-50a1d3019c80.WAV,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/7_10766.wav,logging/7_10766.wav,val
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_68.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_68.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/25_12534.wav,natural sound/25_12534.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/17_11739.wav,natural sound/if_necessary/17_11739.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10823.wav,natural sound/8_10823.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/5-216370-B-41.wav,logging/5-216370-B-41.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/20_12002.wav,natural sound/if_necessary/20_12002.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/18_11815.wav,natural sound/if_necessary/18_11815.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C7C8703_823df1c1f4-f6d3-4cdc-80b5-52a04a3c92868bcfefbd-953a-4447-b033-636e887eb8ee9589b7b8-7b4a-4860-b7aa-77be5da0a3b3.WAV,poaching/5C7C8703_823df1c1f4-f6d3-4cdc-80b5-52a04a3c92868bcfefbd-953a-4447-b033-636e887eb8ee9589b7b8-7b4a-4860-b7aa-77be5da0a3b3.WAV,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/22_12263.wav,natural sound/22_12263.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/23_12338.wav,natural sound/23_12338.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10424.wav,natural sound/4_10424.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/10_11042.wav,logging/10_11042.wav,val
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_25.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_25.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/18_11849.wav,natural sound/if_necessary/18_11849.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/58FBD381df70a5ac-6a74-4629-ae9b-282d4c4949f6.WAV,poaching/58FBD381df70a5ac-6a74-4629-ae9b-282d4c4949f6.WAV,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/21_12115.wav,natural sound/21_12115.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10810.wav,natural sound/8_10810.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/22_12259.wav,natural sound/22_12259.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/9_10939.wav,natural sound/9_10939.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C035CFF_787de4f93-9e63-46e3-8caf-457deb749c538806b46e-564d-4732-970d-2c78d42d12b5ae0f5ce2-cb6a-441c-b440-8914b656706d.WAV,poaching/5C035CFF_787de4f93-9e63-46e3-8caf-457deb749c538806b46e-564d-4732-970d-2c78d42d12b5ae0f5ce2-cb6a-441c-b440-8914b656706d.WAV,val
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_28.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_28.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/9_10967.wav,natural sound/9_10967.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/15_11522.wav,poaching/15_11522.wav,val
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_17.wav,fire/videoplayback_17.wav,val
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/2-30322-B-12.wav,fire/2-30322-B-12.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C2ABC40_61eb570d3f-b712-44d2-b74b-24d5a6600cb3a4a00ad5-2bc4-4ad7-9360-4ff68f2d9f92c07345bc-6f0a-4c4e-abe5-521afba935cf.WAV,poaching/5C2ABC40_61eb570d3f-b712-44d2-b74b-24d5a6600cb3a4a00ad5-2bc4-4ad7-9360-4ff68f2d9f92c07345bc-6f0a-4c4e-abe5-521afba935cf.WAV,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5B870D1A_16e84ab0a7-80e1-4f1a-910b-584544c988cf2143fc82-b54b-4ae2-a0e5-8a40e3c17f984cbc706d-4c43-474f-bf41-58263b40c652.WAV,poaching/5B870D1A_16e84ab0a7-80e1-4f1a-910b-584544c988cf2143fc82-b54b-4ae2-a0e5-8a40e3c17f984cbc706d-4c43-474f-bf41-58263b40c652.WAV,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/18_11841.wav,natural sound/if_necessary/18_11841.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/10_11047.wav,logging/10_11047.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/17_11730.wav,natural sound/if_necessary/17_11730.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/winchester-m14_006_SA_099B_S06.wav,poaching/New folder/winchester-m14_006_SA_099B_S06.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10404.wav,natural sound/4_10404.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5B1F4139_56d4511d7-b343-4960-bc53-5d945cdc97fdb1a90d61-e24b-4f66-acc4-527435d2e0b559ffcda8-a81b-45eb-b3b6-a90b299acd97.WAV,poaching/5B1F4139_56d4511d7-b343-4960-bc53-5d945cdc97fdb1a90d61-e24b-4f66-acc4-527435d2e0b559ffcda8-a81b-45eb-b3b6-a90b299acd97.WAV,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C6462C2_299f5eceb0-5b25-4a86-a722-8887e8e875418ab1338d-8ce0-4433-ac26-9e06b2bd6c41fd30a25f-6954-4202-896d-6e174a851b4f.WAV,poaching/5C6462C2_299f5eceb0-5b25-4a86-a722-8887e8e875418ab1338d-8ce0-4433-ac26-9e06b2bd6c41fd30a25f-6954-4202-896d-6e174a851b4f.WAV,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5BE216A5_131d720a98-443b-4f7b-ac58-35181aeb458e2e6b3e9a-380e-4e8b-880e-90b22e71312539c1cd5e-7efd-42bc-8e6b-a0e7735665eb.WAV,poaching/5BE216A5_131d720a98-443b-4f7b-ac58-35181aeb458e2e6b3e9a-380e-4e8b-880e-90b22e71312539c1cd5e-7efd-42bc-8e6b-a0e7735665eb.WAV,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10255.wav,natural sound/2_10255.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/24_12451.wav,natural sound/24_12451.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/9_10962.wav,natural sound/9_10962.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/25_12521.wav,natural sound/25_12521.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10236.wav,natural sound/2_10236.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/m16_007_SA_217A_S04.wav,poaching/New folder/m16_007_SA_217A_S04.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/3_10352.wav,natural sound/3_10352.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5B196157_135a96c201-d800-4b74-9305-4225be042677c6288831-ab25-414e-8abe-a8c250e677c453898990-d62c-4235-9624-b5df0b185e06.WAV,poaching/5B196157_135a96c201-d800-4b74-9305-4225be042677c6288831-ab25-414e-8abe-a8c250e677c453898990-d62c-4235-9624-b5df0b185e06.WAV,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C5C8162_265b53d841-b067-471d-a266-fd06b15f95688ce770b2-ef4e-4777-87f0-1b922a54c383df7c55d9-dfd7-49d1-aff1-30230112d113.WAV,poaching/5C5C8162_265b53d841-b067-471d-a266-fd06b15f95688ce770b2-ef4e-4777-87f0-1b922a54c383df7c55d9-dfd7-49d1-aff1-30230112d113.WAV,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10460.wav,natural sound/4_10460.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/17_11717.wav,natural sound/if_necessary/17_11717.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/6_10613.wav,natural sound/6_10613.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10212.wav,natural sound/2_10212.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10458.wav,natural sound/4_10458.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/3_10370.wav,natural sound/3_10370.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11314.wav,logging/13_11314.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/23_12374.wav,natural sound/23_12374.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10875.wav,natural sound/8_10875.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10835.wav,natural sound/8_10835.wav,val
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/2-50668-A-41.wav,logging/2-50668-A-41.wav,val
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5B5F2556_757b4cad2-0c47-4087-97ab-f3dd0dd8fa16b49bf955-2e95-4b8c-9a1b-052081e9b85b05a50ff5-a154-4178-926d-626670721516.WAV,poaching/5B5F2556_757b4cad2-0c47-4087-97ab-f3dd0dd8fa16b49bf955-2e95-4b8c-9a1b-052081e9b85b05a50ff5-a154-4178-926d-626670721516.WAV,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/22_12208.wav,natural sound/22_12208.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12603.wav,natural sound/26_12603.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/24_12442.wav,natural sound/24_12442.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/9_10936.wav,natural sound/9_10936.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/19_11972.wav,natural sound/if_necessary/19_11972.wav,val
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/9_10937.wav,natural sound/9_10937.wav,val
